2005 2243
2357 2267
609 242
558 763
2623 1991
604 993
680 2267
937 2779
609 1926
1250 2011
1723 85
1456 2166
2336 2333
722 1021
104 85
1723 906
948 2446
1218 1068
1544 993
1544 1521
2935 1355
2861 1869
1584 2820
708 253
722 1313
1772 2711
2357 1442
609 883
1250 2153
722 3012
1227 2173
2861 1782
2357 2820
2732 1313
1599 2700
1218 2328
2609 1529
2357 1178
2158 2365
1603 1983
1462 3037
1250 920
2525 1688
2525 1313
937 209
2935 459
1544 766
1456 2153
708 2921
1872 1313
104 1642
2424 1076
186 1869
1964 2711
703 1316
811 2878
51 539
1162 1346
1456 2947
2424 2137
1462 1978
1218 1648
1456 2154
51 1346
2158 2154
1250 1488
2158 2955
1772 2305
609 2769
1872 1241
1456 236
563 236
680 1760
680 923
186 1775
2609 539
604 2356
1603 1796
563 2079
186 1796
926 1084
811 2771
680 2306
2158 2305
1964 2769
2336 872
1227 2621
948 1648
186 1474
937 1063
948 1996
1250 1996
1599 2135
104 2784
1462 307
1975 2266
1772 307
2609 1382
2732 307
1544 1060
937 149
2935 2757
1456 1060
1456 2388
708 1725
1603 1996
1250 1725
703 1996
2890 2135
926 484
1872 149
2369 2784
609 103
1218 307
558 1353
1456 2784
703 103
2609 2101
2861 598
1872 1219
2623 475
811 1219
2084 1079
1812 0
2004 2647
2541 2999
2902 2502
2548 2495
2683 2029
2996 1778
2727 501
2932 2219
1682 2477
2004 3005
3020 2402
291 2490
868 1066
2932 1630
2070 2143
1828 3023
2932 835
15 690
2406 129
868 1485
291 1485
2065 2130
1941 1907
291 2320
2946 1443
1812 746
2084 139
470 2320
240 1476
457 2311
2457 2223
470 616
2364 527
2996 1126
240 690
470 2844
730 699
2946 2014
291 1443
828 2638
2004 1396
2457 1809
894 129
1764 1295
2065 2454
1638 1907
820 2320
457 1965
2084 3011
359 2320
429 871
1828 2471
820 1376
2996 2251
429 1126
2084 1418
2457 1443
2084 1809
1542 139
1638 1376
2457 2014
820 2206
2070 685
420 582
2548 476
1256 583
1638 55
291 685
2084 749
2727 1857
2084 1712
2070 2639
2683 2128
1864 582
820 2353
2902 205
2070 652
2457 2593
1081 1303
894 152
1675 1721
868 807
240 2045
2080 2240
1812 583
1675 132
820 2258
828 526
1542 2796
828 1274
359 1350
359 2018
1952 2593
2727 55
1864 702
280 132
1542 958
1941 255
1256 87
470 1420
1638 1886
1998 255
2996 87
1941 815
2364 1582
2932 840
280 2857
1998 709
2996 2292
2727 2787
2932 1210
2541 1730
1941 2050
1256 840
1675 2050
1256 2050
1764 272
2004 553
15 1677
2406 716
291 2050
2683 1262
359 1262
1812 709
1952 87
1675 2991
1682 1677
1998 1886
2364 272
2065 1226
2548 146
2996 960
1864 673
15 677
359 2643
280 738
429 738
280 2944
1675 1520
2084 1052
2727 1554
2548 1406
2902 733
3020 2368
240 986
730 2187
2932 673
470 1750
420 1052
1812 391
2932 3070
2932 694
2727 339
359 2042
1764 2368
240 970
2065 1461
1542 2042
429 2944
2364 2765
2683 1145
2084 391
730 102
291 102
894 2765
1864 1052
1542 102
1682 281
2932 1005
457 677
2070 733
1828 1041
429 982
1256 3046
1638 340
2070 986
457 1697
15 759
2004 306
1400 2914
470 2595
2996 907
730 1753
1400 1308
1542 2914
1542 1483
280 1426
1256 2551
1400 1624
2727 759
2727 48
15 167
2727 211
1952 84
2080 88
1081 1077
429 809
2996 2595
457 1320
1764 1369
2457 2472
280 1117
2996 1555
2084 112
868 1320
820 2595
2070 2032
1764 1318
2065 319
1998 1258
2946 462
1828 13
730 2968
820 1518
240 2646
1682 2068
470 12
2996 1556
2902 2068
894 216
171 1556
2406 1518
1256 1685
2070 3052
359 1556
2084 1556
2588 1410
429 550
15 1670
1998 492
2080 469
2364 1680
2084 550
2932 2646
2946 627
1081 1685
828 1685
2902 2301
1400 493
2406 462
2065 2960
2683 1873
2946 1367
2902 3039
2065 1556
2946 1680
2080 2242
1812 2394
359 1518
171 2394
2080 2394
280 2968
2080 216
2070 798
429 1685
429 1556
2004 2601
2406 1087
1952 1601
2683 1087
2084 1190
2727 2415
1764 688
894 179
470 2293
2364 1067
2364 1142
1638 1601
457 865
429 3042
2902 2645
2070 1105
894 1562
1812 825
2683 3042
2541 2443
1682 179
240 893
1081 1562
1941 786
280 1067
1812 1190
2065 2992
2683 2443
2946 2992
470 2736
280 16
1256 1022
2932 786
240 1067
429 1452
1638 2505
1682 1448
3020 1397
2932 2762
1812 622
1675 21
457 2799
1764 632
1864 800
1256 707
868 2088
2080 803
2541 1448
2902 2505
2902 1390
730 56
457 2521
2946 1742
291 955
1682 2747
1638 1397
2588 1118
2070 2088
868 1085
2406 119
1941 2088
2816 1448
1638 21
2727 800
1952 929
2996 2505
1542 1161
1998 2539
1952 522
2727 1991
1675 1403
2541 973
1675 1032
730 2774
2932 2547
2946 2725
1998 2243
1256 763
2457 747
1542 2243
2996 2267
15 2774
828 242
1812 2243
2996 483
2004 452
429 2091
2065 1403
2816 2243
828 2779
470 763
2548 2333
2406 2686
457 178
2080 390
730 178
1864 242
1828 85
2070 2616
1638 2774
2004 973
171 2011
1682 3037
1682 1846
1764 2451
15 1355
1081 919
291 1076
15 77
1400 2921
1682 181
1941 1310
457 2820
2084 1869
2548 700
1256 849
2364 718
1256 1642
359 2886
2065 2328
2364 1782
15 719
1638 849
2457 2451
1828 1688
2816 2820
291 3012
171 2820
2406 700
420 3037
2457 2173
1828 3064
2004 253
240 1178
2364 2921
1675 1846
1812 1121
730 1201
240 1316
2084 2663
2946 236
420 2575
280 2306
291 2154
2683 872
1638 1316
1764 2918
2946 2967
2816 1201
470 516
2683 2154
1764 2154
1675 1203
1864 985
2548 2297
1764 2663
1638 2421
1682 506
2588 1881
730 2512
429 1316
2902 1760
280 2421
240 539
2364 1775
2541 2421
171 2090
1256 923
1081 2769
3020 2079
2946 149
359 902
2070 484
2816 149
1081 1996
280 204
1542 1353
894 2135
2070 2266
420 2411
894 149
3020 2728
1764 1257
457 1060
1998 1063
1542 1257
730 1948
1812 1474
2588 484
1941 502
730 68
1638 2784
2541 1876
1764 1570
359 475
470 1693
1675 2363
1675 2757
2588 1297
1952 2266
1675 307
429 421
280 2604
1764 484
20 81
2798 2262
1577 2508
3010 1263
891 2432
1916 1761
378 1776
265 1676
1829 614
2870 503
2664 2477
3010 1066
2107 49
3007 1971
1232 714
265 2578
1232 885
350 2014
2480 527
3010 1965
20 2763
188 1798
2177 2705
199 1455
2664 2311
2480 1126
2107 2320
288 1455
2905 2320
2798 2454
997 2206
2664 2638
1100 715
1528 2206
1986 2014
2828 3011
3048 2206
2460 2014
2798 1526
2475 329
1821 835
1360 371
2664 129
891 1396
1001 2206
1528 2844
288 2206
1528 2705
2111 746
1100 1809
1100 699
288 1476
378 1455
1291 2763
2111 2014
1916 2454
1986 1396
1360 2454
2480 2638
265 2638
1821 436
944 129
2460 2206
1577 523
2469 528
944 2191
363 1990
1100 152
2905 600
276 1373
2111 583
1710 1373
265 132
2475 1331
1232 217
1001 526
363 2164
753 1721
2540 205
3010 1857
1665 2258
1360 702
2460 132
1232 1818
1232 1990
3048 685
2177 526
2177 2796
106 2258
3007 132
1735 2639
2107 749
2870 526
1829 1721
20 2353
1735 1818
3048 2128
1735 2367
1360 1677
3048 2050
2469 958
2798 272
1100 1210
1829 272
2657 1931
1089 2906
2798 1420
2629 2292
1710 2787
2469 255
1916 1801
363 3035
1089 1378
1232 2367
1916 2626
1089 1826
2480 1687
2905 1335
3048 2607
2629 255
2177 1371
2105 3035
265 2345
1291 3035
2657 1961
2480 1226
2870 1582
378 272
1100 1687
2111 1961
1986 815
2629 1005
1089 451
378 1750
106 2042
2664 738
1916 2667
3010 1005
106 490
2828 733
3048 2187
944 2309
2460 3070
1089 1750
3048 1140
1821 2374
1665 1052
2469 2042
2540 970
2107 1520
891 982
188 2374
1735 490
2480 694
1916 960
2177 451
1916 3046
2475 986
1100 694
2657 2449
1577 677
1735 146
891 1520
265 2024
1100 1041
20 1041
1001 340
2657 1052
2657 233
944 2374
199 2024
891 673
1528 1461
3048 2341
1829 2765
1735 986
2177 1520
1735 1242
363 306
2828 1753
1001 1308
265 48
2111 2907
2460 1158
2629 1320
378 1298
2629 1298
2107 2032
199 48
1528 1697
265 1117
2540 1158
3007 2811
199 1555
1291 1158
1735 2907
2905 2032
1829 2807
3010 809
891 1258
1100 2595
1916 2270
2460 2914
2657 1125
20 167
2475 1125
1528 2270
1577 907
891 2020
1735 1847
997 1315
288 1410
106 627
363 145
265 1561
350 1873
378 247
1291 1680
1829 3052
3007 108
199 1873
199 3039
2475 627
2629 2974
2905 3052
997 2586
1665 493
891 1685
378 2380
1232 1561
1735 1179
288 1179
1829 2114
2664 145
199 247
2657 3039
2540 3060
2177 1179
2105 2264
1735 145
2469 2060
1100 2974
2177 2074
1665 2586
1089 2960
276 2264
2540 550
1001 145
2475 1367
188 2242
1232 145
3007 1367
1291 1367
2798 1410
2629 1268
1089 216
1100 1561
2657 98
1577 2606
188 2601
276 1022
2460 1745
2657 2443
350 383
2905 2443
1001 179
2105 2601
350 1130
2629 825
1665 634
1001 2606
1232 1562
753 865
106 1372
199 950
3010 1601
2905 634
20 2992
2540 1143
1001 98
350 2250
199 968
2105 1963
3048 893
2540 1165
378 865
2107 2232
891 1130
1577 1959
2540 825
20 383
2105 2069
3007 1734
997 800
753 2539
2657 1112
2540 466
20 2069
2105 1118
2870 119
2105 2521
753 2310
199 2747
3048 418
1735 2937
276 2539
2540 707
363 1112
1829 557
378 2285
2480 622
2905 1708
2657 1118
1360 2762
2629 362
2629 418
2657 32
20 2790
2480 1448
1089 955
1100 929
2540 1626
265 1813
2828 622
1821 2605
2177 522
378 1860
1735 85
2469 2774
2469 2616
2107 1792
265 2686
2905 522
753 1792
276 973
1089 483
1821 1068
2480 1441
2111 1926
378 1882
2629 31
2540 1068
2629 2333
363 1403
3007 2616
891 31
1528 2257
2111 2267
363 2725
3048 483
997 2166
1291 390
1001 242
2475 1926
2664 1792
350 1860
3010 1441
2107 2686
1100 260
106 2451
3048 849
1291 2153
363 2886
1528 883
1986 2644
1528 1529
1665 1642
1577 1310
1001 2361
106 1529
1291 2365
2105 3012
2870 766
106 2365
2664 253
1232 1782
350 2361
3007 1529
2475 1983
2107 3064
1665 2451
2460 849
2107 459
2664 1166
753 181
1089 1463
1710 77
2828 3012
350 1869
2828 1814
3007 1166
2629 2361
2905 700
2105 2305
2480 1439
188 2137
288 1439
2107 1845
2657 872
3010 2248
2540 2079
2870 2356
1001 2878
944 2090
2629 2621
3010 1316
265 2356
3010 1201
3010 2306
3010 2272
2105 2090
1829 516
188 1084
2469 872
1735 516
276 1121
1821 2955
2107 2154
3048 1201
1821 2575
2480 2090
2475 1796
2664 1648
1577 1978
997 2090
2540 1881
1100 516
2798 149
1528 103
1829 2135
1821 149
1665 1219
1577 1219
891 897
2480 1353
1291 665
265 317
2480 1063
944 2757
188 2761
3010 1353
2664 2604
288 1727
1291 2728
2629 1060
1735 484
1360 2067
944 1060
199 571
2828 1725
363 2266
106 2423
944 1570
2460 2067
1360 1353
1665 2423
288 2266
1829 502
1986 2839
2828 421
188 1060
1729 240
2225 1947
161 1083
81 1205
1719 2379
1334 1224
1995 2261
2226 1288
161 1327
2776 1230
2225 724
1568 2610
161 884
1458 1646
1079 3044
2972 1531
2225 3044
259 1644
1283 850
164 1614
1334 443
2051 2316
2226 1968
1729 2453
1120 1254
1832 1094
2972 1073
744 144
2226 1082
58 1566
1409 485
1548 869
81 424
2776 3063
2225 1524
1714 1903
2520 82
1568 1923
1906 2677
164 2314
2225 796
1995 1598
1079 2716
1586 1123
2225 772
381 772
1405 2047
356 2915
2051 415
1587 2915
1409 2078
1995 1673
913 1773
1729 2650
998 1699
1548 409
2972 1215
1714 640
998 2530
1836 2145
1132 2295
1719 603
1458 448
2226 474
161 1211
1548 9
913 248
1079 1402
1132 1046
1914 2206
2862 699
1409 871
2125 690
1120 1809
496 2223
1079 1126
1832 871
58 1126
58 690
2972 2311
1914 2130
381 2223
1568 2763
396 1798
1714 2471
2665 1965
1467 835
164 690
2665 2206
1409 1809
396 2763
164 1376
81 2128
1467 1607
58 554
1714 582
1283 1990
1334 55
1458 55
744 2018
2225 1274
1719 2018
81 652
2226 600
1467 554
1132 922
1914 1721
1458 205
1914 554
2226 807
58 2240
1729 523
1334 528
1714 922
2972 2778
1586 2607
2862 87
1729 1378
2225 2292
2226 2626
1283 1371
1458 815
2226 1804
2972 1931
496 3035
2225 2933
381 1582
2051 272
1568 93
161 2292
1729 1826
913 1401
1120 2802
998 2367
2051 553
1079 815
2226 958
81 840
396 1005
496 3046
81 1834
2826 2667
1568 738
81 233
2225 1981
2746 340
1079 490
2746 2667
2226 451
1832 1981
1405 1140
381 339
775 2187
1587 449
259 1140
81 2643
2746 986
775 1052
2746 1052
913 2667
1120 281
2862 1320
998 2020
2972 1308
2766 71
1714 2907
2972 2595
1568 1242
1914 1298
1467 1697
2125 2270
1548 1077
496 1308
1729 1753
2972 2807
1832 824
2665 1535
1568 1315
2665 1483
1568 306
775 2914
2936 71
1409 2756
259 1369
1458 1179
2051 438
1467 145
1405 2966
58 2074
1283 2068
1409 2060
775 1634
2125 776
1587 1268
396 2974
1334 1268
2225 1670
1995 2960
164 492
744 2968
1729 2646
1714 1268
1467 1685
356 678
356 2960
2125 2974
1714 1680
1458 2606
2766 1562
1409 1190
1334 1105
1586 1959
1719 634
1714 2601
356 1301
2776 1472
1458 2250
1283 2443
2051 825
259 2293
2520 825
1120 950
744 1022
58 2126
913 1601
164 799
1467 1959
913 758
2746 179
744 3042
1587 1734
1334 1813
1729 800
2665 1448
381 2310
496 418
1568 707
2746 622
1120 2572
1079 32
1120 1161
1906 1112
1719 21
58 2572
1548 1397
2766 1135
2776 2505
775 557
164 1833
1586 1397
1719 2088
2051 803
913 1491
259 705
1120 242
2665 1882
161 916
164 2547
1568 242
2936 2257
1729 2779
1548 573
2051 483
396 2011
381 1403
1719 328
1467 2257
1405 973
1586 2011
1906 1882
1120 390
1079 2725
1714 2257
1079 2774
1458 2774
381 2547
356 919
913 181
1906 1846
396 849
2520 718
2972 700
942 2153
2826 700
1120 3012
2776 919
2051 719
1132 719
164 2361
2936 2361
1914 209
2051 919
942 1529
2746 2361
1548 1781
2972 2700
998 253
2826 1814
1719 1529
2520 1201
1548 2621
1568 2621
396 1121
1467 1121
161 2306
396 1881
1079 872
1334 2356
2051 2305
1283 1203
496 1121
2766 2439
2225 2306
1079 1316
942 2306
1132 1775
2862 1203
913 2306
2665 872
1906 2967
1467 2079
2051 923
2776 68
161 2604
942 2266
2226 1415
1714 307
1719 822
1995 502
1132 1382
1467 149
1587 317
942 2839
2862 2604
1334 1996
381 1727
1568 822
2520 1725
1467 1257
744 2411
1079 204
2665 2839
2665 2604
58 822
1334 149
1956 1584
1107 730
1324 106
555 2051
1667 2936
2476 496
1090 2766
332 2936
595 2972
1478 496
1895 58
2668 1732
1947 1450
1170 2882
1947 814
2476 834
1322 231
2278 231
1064 2481
1895 2212
115 2414
1090 1700
64 2496
2635 402
1947 404
1717 2290
64 92
115 2372
1324 2566
123 630
1667 1490
123 1108
72 2555
1956 1754
27 2884
965 850
2546 3044
2470 2717
1667 1255
2278 1949
1895 2008
115 1128
3040 2474
2476 2671
1947 2434
190 930
1010 1938
1010 1758
27 1110
979 1935
1388 144
972 2719
1322 1641
2355 1384
332 2673
2001 3031
1388 2426
1667 2710
595 827
1010 561
221 261
94 173
1064 2731
221 2737
2546 495
3040 189
2278 2915
1170 2712
979 2163
43 2047
72 1123
43 415
115 621
972 1209
1956 2196
595 330
1894 1065
94 1459
94 1557
1010 2516
123 983
1064 273
1478 2565
3058 1615
1090 74
454 2315
1107 867
221 1704
1090 2229
454 734
1107 870
182 1171
1064 3005
1064 2046
555 1920
3040 2754
221 2714
1322 2490
332 2714
245 635
979 1046
1388 2634
965 1798
1694 1526
1717 2705
658 2130
72 1207
1170 2471
2635 2898
972 715
2470 2311
1322 2311
1478 1207
2355 690
1717 3011
979 1798
64 1476
2470 1455
1478 371
2001 1907
2635 871
1324 139
123 2471
965 2898
1895 2320
123 2014
1010 371
2635 2251
2001 2638
2668 2014
972 2014
221 871
1170 1798
72 1396
2476 1526
595 616
1170 1295
43 699
72 1798
979 1770
1478 2251
1956 690
332 436
1107 2638
115 835
454 2130
2001 1526
1170 329
72 554
190 1331
1064 652
221 523
2355 1331
979 55
1956 2240
1895 1844
1667 526
2278 2045
1090 2593
1717 702
1717 1712
1478 2258
1149 1712
27 1844
190 2796
1667 1721
43 55
1667 217
1956 2191
972 2639
397 1023
2355 2191
1717 2045
979 1990
1322 1990
221 652
27 685
1388 55
332 2164
1667 132
2668 2018
190 554
1895 2436
190 2198
245 1371
1478 1886
1694 1886
2668 1210
1107 1420
595 2857
658 255
72 958
555 87
595 518
221 716
245 2292
397 1193
2001 840
1895 2933
595 1677
2635 2247
175 815
1478 709
2668 1371
1170 1677
1107 553
1694 2607
2668 553
2635 774
27 774
3040 1193
454 2857
245 2787
2476 1226
658 2991
1478 1582
190 677
1895 738
1717 2944
2001 2187
190 451
972 3046
123 2024
1324 451
2546 733
175 1520
2470 449
123 1461
94 339
175 490
2278 490
245 2449
3058 673
1478 102
1388 2643
1694 1005
221 2944
64 1005
1064 1005
1895 2042
1388 1140
2278 1559
1478 3070
64 2449
1694 3046
595 233
1894 986
1956 1559
64 3046
2668 982
1947 1426
1064 1369
1667 1117
1956 2595
595 71
94 319
965 2907
2001 2756
1694 2270
1322 759
1895 907
3040 1624
94 2020
555 3036
1170 1242
27 1697
3058 907
245 2551
1717 2032
1478 824
1064 824
1895 1242
190 1555
1170 1182
1478 1320
1894 2907
1694 1077
1107 1320
2278 1258
454 759
595 1308
1064 1315
190 2811
2355 1308
555 216
972 1556
3040 1670
115 2966
1324 1518
1667 1556
2001 627
175 2646
115 2380
454 145
175 493
2470 550
1322 492
1322 3052
1894 776
1149 743
1090 2114
27 462
2355 469
2546 3039
2470 2646
221 1268
1107 247
658 2242
1478 2074
1694 1873
979 627
1090 678
2470 2380
2668 1556
1895 469
2001 2380
1947 462
1478 2974
72 1670
123 438
123 2301
2470 12
1388 550
2001 12
1894 743
595 1634
1388 2060
1894 2960
72 12
2635 108
245 1007
2001 1022
1694 825
1478 1087
72 758
979 1022
1694 3028
1947 1562
972 1745
190 1142
43 2293
555 786
123 893
2668 383
595 2606
221 1933
64 634
3040 2992
1947 2645
1107 1067
1324 1301
1149 1142
595 1963
2001 1372
2355 893
1090 2606
454 688
332 1959
965 648
3058 16
94 825
221 1963
1667 1745
27 634
3040 466
1895 21
972 1708
2470 2747
1894 622
1090 2539
1694 2069
3058 2521
3058 32
1956 21
1149 119
2355 1833
1717 1708
979 2539
1107 557
115 2747
2278 2605
1064 557
175 2572
1895 2175
1322 2572
595 2762
1010 1390
1064 2762
1388 632
1322 1452
2278 803
1956 466
1694 800
1478 1833
221 1708
397 2572
1149 418
182 2799
115 111
1322 522
123 522
979 2616
2470 1882
72 522
1322 2774
1667 1021
43 1792
2635 1991
221 1068
94 1032
2278 1517
3058 111
658 2091
1947 2616
979 1991
1090 2686
175 2340
3040 2166
1947 2267
1956 242
658 1403
2001 993
1149 747
1010 2340
1667 1882
1667 2011
115 2267
1388 2257
175 178
175 328
2355 1860
182 452
2668 1313
1894 1178
1324 77
115 1076
115 2886
1388 719
27 700
1895 1869
972 2921
1107 2328
397 2700
2278 719
2001 883
1107 849
1322 700
965 1642
972 3037
1149 209
1064 2644
2355 883
972 2820
2278 1869
182 1310
64 1846
1956 2886
332 2886
555 766
2278 1355
965 1463
221 1355
1170 719
1322 1814
972 1688
190 1869
1107 506
2546 343
2546 2272
1947 236
2470 2272
2355 2356
454 2306
2278 1201
1107 2575
1324 1439
1956 2621
245 2663
595 1203
3040 343
94 539
1956 1439
979 2918
658 343
1170 1201
1956 1346
658 1439
1388 516
3040 2154
1107 1845
94 985
1090 343
1894 2154
972 2439
1694 1775
2355 1084
94 2306
1956 343
979 923
2546 985
1717 421
2001 2728
2476 368
2355 665
332 484
190 2388
1694 1727
190 2784
972 1063
27 1996
175 307
1388 2757
245 1725
454 1353
965 1727
2001 2101
1895 1996
2355 1060
1947 2423
1894 2135
43 822
2001 1693
2546 1570
1894 1474
965 1725
2001 822
1894 475
1010 1060
1010 2839
123 68
454 2757
1064 2363
3040 1876
332 1382
116 1584
3068 1941
1325 997
1806 2862
2321 396
1618 2746
1497 1914
1497 1120
2704 1283
3034 942
2321 1714
1083 94
3068 38
1197 1747
2321 2408
742 2841
1325 2841
3034 2150
214 3013
742 1050
2557 2072
2569 659
3034 1879
567 1837
1884 1531
1267 909
3017 1614
2152 2827
2791 2832
3034 361
116 850
1083 915
742 943
1679 1082
116 1566
2888 2719
713 1838
2317 86
1979 127
1732 1208
1197 1566
742 2819
2096 1779
1450 2818
214 2876
1618 2043
321 2600
2759 2221
2681 1150
3068 2284
2273 773
1267 2119
1497 2003
1929 671
2096 2003
321 671
876 1151
1267 2136
1357 2323
1267 2684
2681 367
2569 2063
1929 1615
1083 219
713 2176
1325 2188
1083 2302
2894 195
1850 2432
3034 870
1003 2193
881 614
1267 617
2569 2219
1850 1211
1450 2781
1618 2783
1003 1672
1679 1020
2557 1126
713 1207
2704 871
1852 616
2704 1207
1852 2471
2894 169
2321 835
1450 1295
2894 2320
2791 769
2888 1526
1197 3011
881 129
2704 2471
3068 1295
1325 2763
214 1526
1325 1443
742 1485
116 2844
2152 2223
1197 1485
2321 2014
1267 1798
214 2471
1679 769
881 2748
1852 1443
713 1770
1267 1770
1806 2130
2894 1418
1267 527
1450 1844
1850 582
1979 1331
116 1990
1806 702
2704 1990
3017 2353
2152 205
2791 132
2273 989
194 2778
2321 2191
1850 132
742 1350
1357 2258
194 523
2273 2164
567 2639
1979 523
1197 205
713 132
2894 523
1357 1607
713 2191
1497 217
1325 1303
1450 685
876 2045
1884 2128
1732 55
2317 2506
214 2796
742 2128
881 2240
2569 1931
1197 1371
1197 1262
2882 1677
2888 553
1732 1730
2569 518
1357 840
321 2857
1197 2991
2557 709
1929 815
1357 1262
2152 3035
2791 2607
1852 272
1197 1378
1343 2367
1357 2787
881 2292
567 2607
2273 1335
214 2607
1852 716
2882 1193
1850 2924
1806 93
1357 716
3034 1677
2988 2933
2988 272
1929 774
1927 2050
1979 2626
1083 2368
1979 1520
1267 2309
1357 673
2007 1750
116 2024
2096 1520
194 146
881 986
116 451
1325 1052
2321 2341
2882 1052
1806 733
2894 2667
2704 281
1618 2042
1479 986
1343 2643
1806 1520
713 2024
2007 1145
2096 960
1450 970
1083 2187
2557 1005
2791 338
1852 1981
2096 2374
2152 1981
2704 2667
1357 2309
1979 2187
2894 146
1450 1847
1884 2032
881 1258
2888 2811
876 1320
3068 319
2152 1847
1357 1315
1850 809
2321 1258
2321 907
1979 1182
116 2551
3017 1426
1357 1242
2096 1242
1884 759
1927 88
1979 211
3068 3036
1343 88
876 1158
876 2270
1929 1077
1732 2020
1479 1308
1732 319
321 1426
116 2032
1197 824
1003 1624
2894 1242
2569 1847
1450 1535
1806 492
876 2074
1806 1410
1852 1179
876 3039
1325 550
2321 2068
2317 1518
2007 247
2321 1873
1083 2966
2569 743
1852 3052
1343 2074
2321 13
2888 1556
214 2060
2317 438
1479 216
321 1268
2557 2068
1618 3039
3034 798
2888 2968
2882 1518
2557 1179
1732 2264
1267 2586
1479 2060
2988 462
881 550
3068 247
2317 3060
2317 492
214 1142
2096 786
1357 950
1197 1142
321 3028
3034 648
1979 1067
1083 1130
2569 1933
1003 1130
1929 1562
2096 98
2704 3028
1927 1933
2988 1105
2321 1301
2321 758
713 2126
1497 16
2007 968
2152 1143
2882 2601
2317 1165
321 786
713 2415
742 2293
1929 2730
1732 1087
2791 688
1732 2601
713 865
1852 1165
321 893
2759 1601
2888 2605
1884 1448
1884 800
116 1161
2888 929
1806 362
876 2790
321 1161
2096 1813
742 1452
194 2762
3034 1626
2894 1161
713 1135
1357 1243
713 2285
214 803
1325 1112
876 135
2096 1742
2759 2521
194 1742
1083 2790
3068 260
194 916
742 85
742 522
2882 1441
2557 2779
1083 2686
214 2547
1927 2616
2894 2616
1450 522
1497 1032
567 1860
1852 2257
116 1517
1357 242
3068 1521
2096 2686
321 2011
2007 522
1267 1068
2557 1032
1679 111
1884 1178
1479 459
2569 2173
881 2700
2321 719
2321 1463
1850 1814
1852 1782
876 1442
1003 1313
881 1983
2321 1178
1343 1642
876 718
214 920
1497 2173
876 1683
1850 2153
